EmployeeNumber,Satisfaction,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobInvolvement,JobLevel,JobRole,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,StandardHours,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1050,1,53,Travel_Frequently,Sales,2,3,Marketing,Female,2,3,Sales Executive,7525,2,No,3,40.0,1,2,3,15,7,6,12
867,1,52,Travel_Frequently,Research & Development,25,4,Medical,Female,2,4,Manufacturing Director,13826,3,No,4,40.0,0,3,3,9,8,0,0
1464,0,31,Travel_Frequently,Research & Development,2,3,Life Sciences,Male,3,1,Laboratory Technician,3722,6,Yes,3,40.0,1,2,1,2,2,2,2
650,0,31,Travel_Rarely,Sales,13,4,Medical,Male,3,2,Sales Executive,4233,2,No,3,40.0,0,2,1,3,1,1,2
949,1,36,Travel_Rarely,Research & Development,7,4,Other,Male,3,1,Research Scientist,4678,2,No,3,40.0,0,6,3,6,2,0,1
1551,1,24,Travel_Rarely,Research & Development,21,2,Technical Degree,Male,2,1,Laboratory Technician,2296,0,No,3,40.0,3,3,3,1,1,0,0
857,1,36,Travel_Rarely,Sales,1,2,Life Sciences,Male,3,2,Sales Executive,6201,1,Yes,3,40.0,1,1,2,18,14,4,11
679,1,32,Travel_Rarely,Research & Development,9,4,Life Sciences,Female,3,2,Research Scientist,6322,1,Yes,3,40.0,1,2,2,6,4,0,5
1109,1,42,Travel_Rarely,Research & Development,2,2,Medical,Male,3,4,Manager,17665,0,No,3,40.0,1,3,3,22,6,13,7
2051,1,40,Travel_Rarely,Research & Development,2,4,Medical,Female,3,1,Research Scientist,2001,2,No,3,40.0,3,2,3,5,3,0,2
1460,1,45,Travel_Rarely,Research & Development,20,3,Medical,Male,1,3,Healthcare Representative,10851,2,Yes,3,40.0,1,2,3,7,7,0,7
416,1,31,Travel_Rarely,Sales,7,3,Technical Degree,Male,4,2,Sales Executive,6929,4,No,3,40.0,1,3,2,8,7,7,7
941,1,31,Travel_Rarely,Sales,7,4,Life Sciences,Male,2,1,Sales Representative,2329,3,No,3,40.0,0,2,4,7,7,5,2
1382,1,38,Travel_Frequently,Research & Development,7,3,Life Sciences,Male,4,1,Research Scientist,2610,1,No,3,40.0,3,2,3,4,2,0,3
1573,0,38,Travel_Rarely,Research & Development,2,3,Medical,Male,3,2,Manufacturing Director,4855,4,No,3,40.0,2,2,3,5,2,1,4
1046,1,32,Non-Travel,Research & Development,29,4,Medical,Female,3,1,Laboratory Technician,4025,9,No,3,40.0,0,2,3,8,7,7,7
1558,1,29,Travel_Rarely,Research & Development,9,3,Life Sciences,Male,4,1,Research Scientist,2451,6,No,3,40.0,2,2,2,1,0,0,0
667,0,27,Travel_Rarely,Sales,2,1,Marketing,Male,3,1,Sales Representative,3041,0,No,3,40.0,1,3,3,4,3,0,2
1027,1,27,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,3,2,Manufacturing Director,4227,0,No,3,40.0,1,2,3,3,2,2,2
2056,1,39,Travel_Rarely,Sales,24,1,Marketing,Female,2,4,Sales Executive,12031,0,No,3,40.0,1,2,2,20,9,9,6
1391,1,51,Travel_Frequently,Sales,2,3,Marketing,Male,3,3,Sales Executive,10596,2,No,3,40.0,0,5,3,4,2,3,2
304,1,36,Travel_Rarely,Research & Development,5,2,Life Sciences,Male,3,2,Laboratory Technician,5914,8,No,3,40.0,0,3,4,13,11,3,7
1165,0,29,Travel_Rarely,Sales,23,1,Life Sciences,Female,2,3,Sales Executive,7336,1,No,3,40.0,1,3,1,11,8,3,10
1006,1,38,Travel_Frequently,Research & Development,10,1,Medical,Male,3,1,Research Scientist,2684,0,No,3,40.0,1,0,2,2,1,0,2
1143,1,29,Travel_Frequently,Research & Development,10,3,Life Sciences,Female,3,1,Research Scientist,3291,0,No,3,40.0,2,2,2,7,5,1,1
226,1,50,Travel_Rarely,Research & Development,11,3,Life Sciences,Female,3,5,Manager,19926,3,No,3,40.0,0,5,3,5,4,4,4
1576,1,48,Travel_Rarely,Research & Development,15,4,Other,Female,3,1,Research Scientist,2367,8,No,3,40.0,1,3,2,8,2,7,6
5,1,33,Travel_Frequently,Research & Development,3,4,Life Sciences,Female,3,1,Research Scientist,2909,1,Yes,3,40.0,0,3,3,8,7,3,0
158,1,43,Travel_Frequently,Sales,26,2,Life Sciences,Male,3,4,Manager,16959,1,Yes,3,40.0,2,3,4,25,12,4,12
133,0,37,Travel_Rarely,Human Resources,6,4,Human Resources,Male,3,1,Human Resources,2073,4,Yes,4,40.0,0,3,3,3,2,0,2
1340,1,40,Non-Travel,Research & Development,16,2,Life Sciences,Male,3,1,Research Scientist,3544,9,No,3,40.0,1,0,3,4,2,0,0
1982,1,23,Travel_Rarely,Research & Development,12,2,Other,Male,3,1,Laboratory Technician,2647,1,No,3,40.0,0,6,4,5,2,1,4
1248,0,19,Non-Travel,Research & Development,10,3,Medical,Female,2,1,Research Scientist,1859,1,Yes,4,40.0,0,2,4,1,1,0,0
376,0,47,Non-Travel,Research & Development,29,4,Life Sciences,Male,3,3,Manager,11849,1,Yes,3,40.0,1,2,2,10,7,9,9
395,1,28,Travel_Rarely,Research & Development,8,2,Life Sciences,Female,3,1,Research Scientist,3310,1,No,4,40.0,0,3,3,5,3,0,2
1319,0,52,Travel_Rarely,Sales,5,3,Life Sciences,Male,3,3,Sales Executive,8446,9,Yes,3,40.0,0,2,2,8,7,7,7
1081,0,51,Travel_Rarely,Research & Development,4,4,Life Sciences,Male,3,1,Research Scientist,2461,9,Yes,3,40.0,3,2,4,10,0,2,7
1361,1,40,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,3,1,Laboratory Technician,2387,3,No,4,40.0,1,3,3,4,2,0,3
453,1,40,Travel_Rarely,Sales,1,2,Medical,Male,1,2,Sales Executive,7457,2,Yes,4,40.0,3,2,2,4,3,0,2
1079,0,21,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,2,1,Laboratory Technician,1416,1,No,3,40.0,0,6,2,1,0,1,0
107,1,38,Non-Travel,Research & Development,6,3,Medical,Female,1,2,Research Scientist,5329,7,Yes,3,40.0,3,3,3,13,11,1,9
1880,1,36,Travel_Rarely,Sales,10,4,Technical Degree,Female,2,2,Sales Executive,5673,1,Yes,3,40.0,1,4,3,10,9,1,7
1016,0,20,Travel_Rarely,Research & Development,11,3,Medical,Female,2,1,Research Scientist,2600,1,Yes,3,40.0,0,2,3,1,0,0,0
397,1,36,Travel_Rarely,Research & Development,3,3,Technical Degree,Male,3,2,Research Scientist,4485,4,No,3,40.0,0,2,3,8,0,7,7
1868,0,29,Travel_Frequently,Research & Development,24,2,Life Sciences,Male,2,1,Research Scientist,2439,1,Yes,4,40.0,0,3,2,1,0,1,0
2040,1,35,Travel_Rarely,Human Resources,26,4,Life Sciences,Female,3,3,Human Resources,8837,1,Yes,3,40.0,0,2,3,9,0,1,7
1240,1,25,Travel_Rarely,Sales,10,4,Life Sciences,Male,3,2,Sales Executive,4950,0,No,3,40.0,0,4,3,4,3,1,1
1245,1,54,Travel_Frequently,Research & Development,1,4,Life Sciences,Female,3,3,Manufacturing Director,10502,7,No,3,40.0,1,2,1,5,4,1,4
1468,1,40,Non-Travel,Research & Development,8,1,Medical,Male,2,3,Research Director,13757,2,No,3,40.0,1,5,3,9,8,4,8
1285,1,34,Travel_Frequently,Research & Development,19,3,Medical,Female,3,2,Laboratory Technician,4444,4,No,3,40.0,2,2,4,11,8,5,10
1055,1,34,Travel_Rarely,Sales,10,4,Life Sciences,Female,3,1,Sales Representative,2220,1,Yes,3,40.0,1,2,3,1,1,0,0
499,1,49,Travel_Rarely,Research & Development,7,3,Other,Male,2,3,Healthcare Representative,10965,8,No,4,40.0,0,2,3,5,2,0,0
65,0,28,Travel_Rarely,Research & Development,5,4,Technical Degree,Male,3,1,Laboratory Technician,3441,1,Yes,3,40.0,0,3,2,2,2,2,2
1971,1,43,Travel_Rarely,Research & Development,11,3,Life Sciences,Male,3,3,Healthcare Representative,7510,1,No,3,40.0,1,1,3,10,9,0,9
806,1,30,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,1,1,Laboratory Technician,3833,3,No,4,40.0,2,2,3,2,2,0,2
1379,0,31,Travel_Frequently,Sales,2,3,Life Sciences,Female,2,1,Sales Representative,2785,7,No,3,40.0,0,3,4,1,0,0,0
581,1,31,Travel_Rarely,Research & Development,9,1,Life Sciences,Male,3,3,Manufacturing Director,10648,1,No,4,40.0,1,6,4,13,8,0,8
159,1,30,Travel_Frequently,Research & Development,23,3,Life Sciences,Male,1,1,Research Scientist,2613,1,No,4,40.0,3,2,2,10,7,0,9
2015,1,38,Travel_Rarely,Research & Development,10,3,Medical,Female,1,3,Research Director,13206,3,No,3,40.0,1,3,3,18,16,1,11
1049,1,45,Travel_Rarely,Human Resources,24,4,Medical,Male,3,1,Human Resources,2177,1,No,3,40.0,0,3,3,6,3,0,4
24,1,38,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,3,1,Research Scientist,3944,5,Yes,3,40.0,0,3,3,3,2,1,2
1774,1,34,Non-Travel,Sales,10,3,Life Sciences,Male,3,2,Sales Executive,4001,1,Yes,3,40.0,1,3,3,15,14,0,7
194,1,30,Travel_Rarely,Research & Development,18,3,Life Sciences,Female,3,1,Research Scientist,2632,1,No,3,40.0,0,4,2,5,4,0,4
1204,1,46,Travel_Rarely,Sales,2,3,Marketing,Female,3,4,Manager,17048,8,No,4,40.0,0,2,3,26,15,15,9
1004,0,30,Travel_Rarely,Research & Development,22,3,Life Sciences,Female,3,1,Research Scientist,2132,4,Yes,3,40.0,0,2,3,5,2,0,1
903,1,47,Travel_Rarely,Sales,2,2,Marketing,Female,3,2,Sales Executive,4537,0,Yes,4,40.0,1,2,3,7,6,7,7
832,1,40,Travel_Frequently,Research & Development,16,4,Medical,Male,2,2,Laboratory Technician,5094,6,No,3,40.0,0,6,3,1,0,0,0
96,1,32,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,3,2,Research Scientist,6220,1,No,3,40.0,2,3,3,10,4,0,9
392,0,44,Travel_Frequently,Research & Development,24,3,Life Sciences,Male,3,1,Laboratory Technician,3161,3,Yes,4,40.0,1,0,1,1,0,0,0
1237,1,36,Travel_Rarely,Research & Development,1,3,Technical Degree,Female,1,3,Manufacturing Director,10252,2,Yes,4,40.0,1,2,3,7,7,7,7
1707,1,24,Travel_Rarely,Research & Development,9,3,Medical,Male,4,1,Research Scientist,4401,1,No,3,40.0,1,1,3,5,3,0,4
1683,1,44,Travel_Rarely,Human Resources,1,3,Life Sciences,Female,3,1,Human Resources,3195,4,Yes,3,40.0,3,2,3,2,2,2,2
1602,1,46,Travel_Rarely,Sales,1,4,Life Sciences,Male,4,4,Manager,17567,1,No,3,40.0,0,5,1,26,0,0,12
531,1,39,Travel_Frequently,Research & Development,1,1,Life Sciences,Male,3,5,Manager,19197,1,Yes,3,40.0,1,3,3,21,8,1,6
164,1,26,Travel_Rarely,Research & Development,6,3,Other,Female,2,1,Research Scientist,2368,1,No,3,40.0,0,3,2,5,4,4,3
606,1,45,Travel_Rarely,Sales,2,3,Other,Male,3,2,Sales Executive,4805,0,No,3,40.0,1,3,4,8,7,3,7
437,1,27,Travel_Rarely,Sales,2,3,Life Sciences,Male,3,2,Sales Executive,4478,1,Yes,3,40.0,0,3,3,5,4,0,4
1676,1,47,Travel_Rarely,Sales,2,4,Life Sciences,Female,4,4,Manager,15972,6,No,3,40.0,3,2,3,3,2,1,2
1108,0,33,Travel_Rarely,Research & Development,25,3,Medical,Male,2,1,Research Scientist,2313,4,Yes,4,40.0,0,0,3,2,2,2,2
956,1,26,Travel_Frequently,Sales,1,3,Medical,Male,2,2,Sales Executive,4294,1,No,3,40.0,0,2,3,7,7,0,7
389,1,55,Travel_Rarely,Research & Development,20,2,Technical Degree,Male,3,2,Laboratory Technician,5415,3,Yes,3,40.0,1,4,3,10,7,0,8
1127,0,39,Travel_Frequently,Research & Development,2,3,Life Sciences,Male,3,4,Healthcare Representative,12169,7,No,3,40.0,3,4,3,18,7,11,5
16,1,31,Travel_Rarely,Research & Development,26,1,Life Sciences,Male,3,1,Research Scientist,2911,1,No,3,40.0,1,1,2,5,2,4,3
215,1,40,Travel_Rarely,Sales,4,4,Marketing,Male,2,3,Sales Executive,10855,7,No,3,40.0,1,2,2,12,11,2,11
98,1,31,Travel_Rarely,Research & Development,8,4,Life Sciences,Female,3,2,Manufacturing Director,4424,1,No,4,40.0,0,2,3,11,7,1,8
1102,1,28,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,3,1,Laboratory Technician,2207,1,No,3,40.0,1,5,2,4,2,2,2
2026,1,56,Non-Travel,Research & Development,1,4,Life Sciences,Male,3,2,Healthcare Representative,6306,1,No,4,40.0,1,2,2,13,12,1,9
888,1,24,Non-Travel,Research & Development,4,1,Life Sciences,Male,2,1,Laboratory Technician,3162,0,No,3,40.0,0,2,2,5,2,3,4
1308,1,58,Travel_Rarely,Research & Development,23,4,Life Sciences,Male,3,1,Research Scientist,2372,1,No,3,40.0,2,3,3,2,2,2,2
1032,1,59,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,2,4,Manufacturing Director,13726,3,Yes,3,40.0,0,4,3,5,3,4,3
682,1,53,Travel_Rarely,Sales,1,1,Medical,Female,3,2,Sales Executive,8381,7,No,4,40.0,0,2,4,14,7,8,10
1473,1,49,Travel_Rarely,Research & Development,5,4,Technical Degree,Male,3,2,Healthcare Representative,6651,2,No,3,40.0,1,0,2,3,2,1,2
597,1,55,Travel_Rarely,Sales,18,5,Life Sciences,Female,3,4,Manager,16835,3,No,4,40.0,0,2,3,10,9,7,7
267,1,37,Travel_Rarely,Research & Development,21,3,Life Sciences,Male,4,1,Research Scientist,3564,1,Yes,3,40.0,1,3,2,8,7,1,7
1772,1,41,Travel_Rarely,Research & Development,9,4,Life Sciences,Male,3,1,Laboratory Technician,2289,1,No,4,40.0,2,2,3,5,3,0,4
1238,1,33,Travel_Rarely,Research & Development,9,3,Medical,Male,3,1,Research Scientist,2781,0,No,3,40.0,1,5,3,14,10,4,10
464,1,35,Travel_Rarely,Research & Development,5,4,Technical Degree,Male,3,3,Manufacturing Director,8095,0,No,3,40.0,0,5,3,16,6,0,13
1254,1,59,Travel_Rarely,Sales,3,3,Life Sciences,Female,2,2,Sales Executive,5171,5,No,3,40.0,0,2,3,6,1,0,5
449,1,27,Non-Travel,Sales,1,1,Marketing,Male,3,2,Sales Executive,6349,0,Yes,3,40.0,1,0,3,5,4,1,4
1706,1,43,Travel_Rarely,Sales,2,3,Medical,Male,3,2,Sales Executive,7847,1,Yes,3,40.0,1,3,3,10,9,8,8
1822,1,40,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,3,2,Healthcare Representative,6513,4,No,3,40.0,1,3,3,5,3,0,3
852,1,44,Travel_Rarely,Research & Development,4,3,Medical,Male,3,2,Healthcare Representative,5933,9,No,3,40.0,0,2,2,5,2,2,3
1291,1,35,Travel_Rarely,Research & Development,6,1,Life Sciences,Male,3,1,Research Scientist,3506,0,Yes,3,40.0,0,3,3,3,2,2,2
879,1,25,Travel_Rarely,Sales,3,1,Other,Male,3,2,Sales Executive,4194,1,Yes,3,40.0,0,3,3,5,3,0,3
562,1,30,Non-Travel,Research & Development,3,3,Life Sciences,Male,3,1,Laboratory Technician,2097,4,No,3,40.0,1,3,1,5,3,1,4
1646,1,24,Travel_Frequently,Research & Development,2,1,Technical Degree,Female,3,1,Research Scientist,3760,1,Yes,3,40.0,0,2,3,6,3,1,3
1979,1,31,Non-Travel,Research & Development,10,3,Medical,Female,3,3,Research Director,11031,4,No,4,40.0,1,2,4,11,7,4,8
1392,1,41,Travel_Frequently,Research & Development,22,3,Life Sciences,Female,3,2,Research Scientist,5467,3,Yes,3,40.0,2,4,2,6,2,3,3
47,0,50,Travel_Rarely,Sales,3,2,Marketing,Male,2,1,Sales Representative,2683,1,Yes,3,40.0,0,2,3,3,2,0,2
1665,1,54,Travel_Rarely,Research & Development,22,5,Medical,Female,3,4,Manager,17426,3,No,4,40.0,1,6,3,10,8,4,7
836,1,42,Travel_Rarely,Research & Development,29,3,Life Sciences,Male,3,2,Manufacturing Director,4434,1,No,3,40.0,1,3,2,9,8,7,8
792,1,26,Travel_Frequently,Research & Development,1,2,Life Sciences,Female,1,1,Laboratory Technician,4364,3,No,3,40.0,1,2,3,2,2,2,0
1783,0,22,Travel_Rarely,Research & Development,8,1,Medical,Female,3,1,Laboratory Technician,2398,1,Yes,3,40.0,0,6,3,1,0,0,0
1992,1,25,Travel_Rarely,Research & Development,2,1,Other,Male,3,1,Laboratory Technician,3977,6,Yes,3,40.0,1,2,2,2,2,0,2
83,1,36,Travel_Rarely,Research & Development,8,3,Technical Degree,Female,3,3,Healthcare Representative,10096,1,No,3,40.0,3,2,3,17,14,12,8
724,1,38,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,4,2,Healthcare Representative,7625,0,No,3,40.0,0,4,2,9,7,1,8
426,1,31,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,3,1,Research Scientist,2695,0,Yes,3,40.0,1,2,1,2,2,2,2
1859,1,29,Travel_Rarely,Research & Development,29,1,Life Sciences,Male,1,2,Healthcare Representative,6384,8,No,3,40.0,2,3,3,7,0,1,6
1995,1,38,Travel_Rarely,Sales,1,4,Life Sciences,Male,3,2,Sales Executive,4440,0,No,3,40.0,2,3,3,15,13,5,8
466,1,41,Travel_Rarely,Research & Development,6,3,Medical,Male,2,2,Manufacturing Director,6032,6,Yes,3,40.0,0,3,3,5,4,1,2
1852,1,29,Travel_Frequently,Research & Development,20,1,Medical,Male,3,1,Laboratory Technician,3812,1,No,3,40.0,0,3,4,11,8,3,10
1277,0,45,Travel_Rarely,Sales,2,3,Marketing,Female,1,5,Manager,18824,2,Yes,3,40.0,0,2,3,24,10,1,11
920,1,43,Travel_Rarely,Research & Development,8,3,Life Sciences,Female,3,2,Manufacturing Director,4765,4,No,4,40.0,1,2,4,1,0,0,0
1082,0,28,Non-Travel,Research & Development,24,2,Technical Degree,Male,2,3,Healthcare Representative,8722,1,No,3,40.0,0,2,2,10,7,1,9
1185,1,35,Travel_Frequently,Research & Development,4,4,Other,Male,2,1,Laboratory Technician,2376,1,No,3,40.0,1,2,4,2,2,2,2
709,1,38,Travel_Rarely,Sales,7,4,Marketing,Female,2,2,Sales Executive,4028,0,No,4,40.0,0,2,3,7,7,0,5
699,1,36,Travel_Rarely,Research & Development,9,2,Medical,Male,2,2,Manufacturing Director,8847,2,Yes,3,40.0,1,2,3,3,2,0,2
1525,1,39,Travel_Rarely,Research & Development,6,3,Life Sciences,Female,3,3,Manufacturing Director,8376,4,No,3,40.0,0,3,3,2,0,2,2
828,0,28,Travel_Rarely,Research & Development,2,4,Medical,Male,3,1,Research Scientist,4382,6,No,3,40.0,0,3,2,2,2,2,1
991,0,31,Non-Travel,Research & Development,9,2,Medical,Male,2,1,Research Scientist,2321,0,Yes,4,40.0,0,0,3,3,2,1,2
1409,1,52,Travel_Rarely,Research & Development,8,4,Other,Female,3,1,Laboratory Technician,2950,9,No,3,40.0,0,2,1,5,4,0,4
854,1,25,Travel_Rarely,Research & Development,2,1,Medical,Male,4,1,Research Scientist,3424,7,No,3,40.0,0,3,2,4,3,0,1
1415,1,25,Travel_Rarely,Research & Development,1,3,Technical Degree,Male,3,1,Laboratory Technician,3229,4,No,3,40.0,1,2,2,3,2,0,2
830,1,32,Travel_Rarely,Research & Development,4,3,Life Sciences,Female,2,2,Manufacturing Director,6162,1,No,3,40.0,1,3,3,14,13,6,8
242,1,33,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,3,1,Research Scientist,2500,0,No,3,40.0,0,2,4,3,1,0,2
997,1,50,Travel_Rarely,Research & Development,1,2,Medical,Male,3,4,Research Director,17399,9,No,4,40.0,1,1,2,5,4,1,3
38,1,46,Travel_Rarely,Sales,2,4,Marketing,Female,3,5,Manager,18947,3,No,3,40.0,0,2,2,2,2,2,1
366,1,29,Travel_Rarely,Sales,2,3,Medical,Male,2,2,Sales Executive,6644,2,No,3,40.0,2,2,3,0,0,0,0
182,1,39,Travel_Rarely,Sales,4,4,Life Sciences,Female,2,2,Sales Executive,5902,4,No,3,40.0,1,1,4,15,11,5,9
302,1,45,Non-Travel,Sales,6,3,Medical,Female,2,3,Sales Executive,8865,6,No,3,40.0,0,2,3,19,7,12,8
1934,1,47,Non-Travel,Research & Development,14,4,Technical Degree,Male,3,2,Research Scientist,5467,8,No,3,40.0,1,4,4,8,7,1,7
478,0,21,Travel_Frequently,Sales,1,1,Technical Degree,Female,2,1,Sales Representative,2174,1,Yes,3,40.0,0,3,3,3,2,1,2
1870,1,27,Travel_Frequently,Research & Development,15,3,Life Sciences,Female,2,1,Research Scientist,4774,0,No,3,40.0,1,2,2,7,6,7,3
377,1,28,Travel_Rarely,Research & Development,9,3,Medical,Male,3,1,Research Scientist,2070,1,No,4,40.0,1,3,2,5,2,0,4
342,0,37,Travel_Frequently,Research & Development,10,3,Medical,Male,3,3,Manufacturing Director,10048,6,No,3,40.0,2,5,3,1,0,0,0
912,1,29,Travel_Rarely,Research & Development,7,1,Medical,Female,2,1,Laboratory Technician,2532,6,No,3,40.0,3,5,3,4,3,0,3
1219,0,24,Travel_Rarely,Research & Development,17,2,Life Sciences,Female,3,1,Laboratory Technician,2210,1,No,3,40.0,1,3,1,1,0,0,0
842,0,55,Travel_Rarely,Sales,2,1,Medical,Male,3,2,Sales Executive,5160,4,No,3,40.0,0,3,2,9,7,7,3
1944,0,27,Travel_Frequently,Human Resources,22,3,Human Resources,Female,2,1,Human Resources,2863,1,No,3,40.0,0,2,3,1,0,0,0
623,1,37,Travel_Rarely,Research & Development,1,3,Technical Degree,Female,3,3,Manufacturing Director,7491,4,No,3,40.0,0,3,4,6,5,1,2
1270,1,23,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,3,1,Research Scientist,1223,1,No,4,40.0,1,2,3,1,0,0,1
752,0,42,Travel_Frequently,Research & Development,19,3,Medical,Male,4,1,Research Scientist,2759,6,Yes,3,40.0,0,2,3,2,2,2,2
1514,1,28,Travel_Rarely,Research & Development,29,1,Life Sciences,Male,1,2,Manufacturing Director,6549,1,No,3,40.0,2,2,2,8,6,1,7
60,1,34,Non-Travel,Sales,23,4,Marketing,Male,3,2,Sales Executive,4568,0,No,4,40.0,0,2,3,9,5,8,7
856,1,35,Travel_Rarely,Research & Development,27,1,Medical,Female,2,1,Research Scientist,2559,1,No,3,40.0,0,3,2,6,5,1,1
256,1,34,Travel_Frequently,Research & Development,2,1,Life Sciences,Male,2,2,Manufacturing Director,9547,1,No,3,40.0,0,2,2,10,9,1,9
2022,1,39,Non-Travel,Research & Development,9,3,Life Sciences,Male,3,5,Manager,19431,2,No,3,40.0,0,3,2,6,0,1,3
1372,0,55,Travel_Rarely,Sales,13,4,Marketing,Male,4,4,Sales Executive,13695,6,Yes,3,40.0,0,2,2,19,7,3,8
990,1,36,Non-Travel,Sales,8,4,Technical Degree,Male,3,2,Sales Executive,5079,4,No,3,40.0,2,3,3,7,7,0,7
308,1,31,Non-Travel,Research & Development,1,4,Medical,Male,1,2,Manufacturing Director,4345,0,No,3,40.0,1,2,3,5,4,1,4
1974,1,31,Travel_Rarely,Research & Development,2,1,Medical,Female,1,1,Laboratory Technician,1129,1,Yes,3,40.0,3,4,3,1,0,0,0
1722,1,41,Non-Travel,Human Resources,4,3,Human Resources,Male,1,2,Human Resources,6430,6,No,3,40.0,1,4,3,3,2,1,2
704,1,35,Non-Travel,Research & Development,3,3,Life Sciences,Male,2,1,Laboratory Technician,1281,1,No,3,40.0,2,3,3,1,0,0,0
1324,1,31,Non-Travel,Sales,2,4,Life Sciences,Female,3,3,Sales Executive,9852,1,Yes,3,40.0,1,5,2,10,8,9,6
1552,1,40,Non-Travel,Research & Development,8,2,Life Sciences,Male,3,2,Healthcare Representative,4069,3,Yes,3,40.0,0,2,3,2,2,2,2
802,1,37,Travel_Rarely,Research & Development,10,1,Life Sciences,Female,3,1,Research Scientist,2782,0,Yes,3,40.0,2,3,2,5,3,4,3
1069,1,46,Travel_Rarely,Research & Development,1,4,Medical,Male,3,5,Research Director,19627,9,No,3,40.0,2,0,3,2,2,2,2
347,1,42,Travel_Rarely,Research & Development,17,2,Life Sciences,Female,4,2,Research Scientist,6545,3,Yes,3,40.0,0,1,3,3,2,0,2
1520,1,54,Travel_Frequently,Research & Development,11,4,Medical,Female,3,4,Manager,16032,3,No,4,40.0,1,2,3,14,9,1,12
881,0,35,Travel_Frequently,Research & Development,25,4,Life Sciences,Female,3,1,Research Scientist,2022,1,Yes,3,40.0,1,3,2,10,2,7,8
665,1,44,Travel_Rarely,Human Resources,1,4,Life Sciences,Female,2,2,Human Resources,5985,4,No,3,40.0,0,1,4,2,2,0,2
825,0,58,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,3,5,Research Director,19246,7,Yes,3,40.0,0,2,3,31,15,13,8
1591,1,50,Travel_Rarely,Sales,9,3,Marketing,Male,3,5,Manager,19331,4,Yes,3,40.0,1,2,3,1,0,0,0
766,1,29,Travel_Rarely,Sales,10,3,Marketing,Male,3,1,Sales Representative,2297,1,No,3,40.0,2,2,3,2,2,2,2
63,1,35,Travel_Rarely,Research & Development,8,1,Life Sciences,Male,4,1,Laboratory Technician,2269,1,No,3,40.0,0,2,3,1,0,0,1
936,1,42,Travel_Rarely,Sales,14,2,Medical,Female,2,2,Sales Executive,6244,7,No,3,40.0,0,6,3,5,4,0,3
1790,1,36,Travel_Rarely,Research & Development,10,3,Life Sciences,Male,3,3,Healthcare Representative,8321,7,Yes,3,40.0,1,1,3,12,8,5,7
1421,0,29,Travel_Frequently,Research & Development,14,1,Other,Female,3,3,Healthcare Representative,7553,0,Yes,3,40.0,0,1,3,8,7,7,7
1017,0,30,Travel_Frequently,Research & Development,5,3,Medical,Female,3,1,Laboratory Technician,2422,0,No,3,40.0,0,3,3,3,2,1,2
516,1,40,Travel_Rarely,Sales,2,2,Marketing,Female,3,2,Sales Executive,5715,7,No,3,40.0,2,5,3,5,4,1,3
601,1,40,Travel_Rarely,Research & Development,6,3,Life Sciences,Female,3,4,Manufacturing Director,13237,7,No,3,40.0,0,3,3,20,6,5,13
1115,1,34,Non-Travel,Research & Development,3,4,Life Sciences,Male,2,1,Research Scientist,2979,3,No,3,40.0,3,2,3,0,0,0,0
477,1,42,Travel_Rarely,Research & Development,2,4,Other,Male,2,2,Healthcare Representative,6781,3,No,4,40.0,0,6,3,1,0,0,0
1226,1,20,Travel_Rarely,Sales,21,3,Marketing,Male,4,1,Sales Representative,2678,1,No,3,40.0,0,2,3,2,1,2,2
675,1,22,Travel_Rarely,Research & Development,6,1,Medical,Male,3,1,Research Scientist,2773,0,No,4,40.0,0,3,3,2,2,2,2
1702,0,23,Travel_Rarely,Sales,7,3,Life Sciences,Male,3,1,Sales Representative,2275,1,Yes,4,40.0,1,2,3,3,2,0,2
171,1,43,Travel_Frequently,Research & Development,28,3,Medical,Female,4,1,Research Scientist,4739,4,No,3,40.0,0,2,3,3,2,1,2
730,1,53,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,4,4,Research Director,14814,3,No,3,40.0,0,3,3,5,1,1,3
926,0,22,Travel_Rarely,Research & Development,3,1,Life Sciences,Female,3,2,Manufacturing Director,4171,0,Yes,3,40.0,1,3,4,3,2,0,2
785,0,47,Travel_Frequently,Sales,27,2,Life Sciences,Female,4,2,Sales Executive,6397,4,Yes,3,40.0,0,2,3,5,4,1,3
